REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D3,278.44505963164494
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D4,270.3765596248036
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2033,S4D5,168.36873740896385
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D1,185.06794227982104
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D2,300.2216031292677
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D3,963.3638668987248
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D4,394.73436118579167
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S1D5,229.74813595705896
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D1,977.0973779258684
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D2,715.1871717021835
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D3,1099.8907365475131
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D4,1275.0097175251203
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S2D5,1129.114421685958
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D1,343.1641863128524
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D2,250.38236842175064
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D3,324.8155937614059
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D4,389.2097026839304
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S3D5,294.60546436986414
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D1,185.43061756150576
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D2,161.206507230858
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D3,279.62639459095453
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D4,270.81976877856647
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2034,S4D5,163.3503114654332
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D1,182.4380871000552
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D2,286.9877521275804
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D3,990.6605806044189
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D4,344.4943896796257
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S1D5,202.83701889721576
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D1,943.6046731400436
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D2,632.3953005968622
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D3,1120.35545796672
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D4,1277.9389464537603
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S2D5,1124.119861091884
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D1,325.89456657492764
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D2,253.72010362642203
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D3,277.548302094311
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D4,374.40544447397264
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S3D5,274.73592146112003
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D1,190.873220810298
