REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D5,171.05135728381902
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D1,227.4965163507068
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D2,346.5050543904408
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D3,656.8851534483513
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D4,427.2020393963666
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D5,268.798872627592
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D1,975.1999003831504
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D2,486.5184077154216
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D3,1186.766205192
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D4,1185.79790618784
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D5,1185.23584479024
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D1,368.7337017248488
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D2,265.7504897402161
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D3,344.94188909729064
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D4,419.8419391054764
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D5,314.835930919934
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D1,193.6572706198015
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D2,166.76971068593366
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D3,301.27855873310654
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D4,289.2128625107377
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D5,169.14922696359406
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D1,226.14541377112425
