Future,Scenario,REGION,YEAR,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,TIMESLICE,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,AvailabilityFactor,CapacityFactor,CapacityToActivityUnit,CapitalCost,CapitalCostStorage,Conversionld,Conversionlh,Conversionls,DaySplit,EmissionActivityRatio,FixedCost,InputActivityRatio,OperationalLife,OperationalLifeStorage,OutputActivityRatio,ReserveMargin,ReserveMarginTagFuel,ReserveMarginTagTechnology,ResidualCapacity,ResidualStorageCapacity,SpecifiedAnnualDemand,SpecifiedDemandProfile,StorageLevelStart,TechnologyFromStorage,TechnologyToStorage,TotalAnnualMaxCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,VariableCost,YearSplit
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5419,,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2039.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5291,,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2040.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5414,,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2041.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6061,,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2042.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6297,,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2043.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6541,,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2044.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6795,,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2045.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7059,,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2046.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7333,,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2047.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7618,,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2048.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7914,,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2049.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,CO2IND,1.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,CO2IND,2.0,,,,,,,,,,,,,,,0.12875,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5592,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,ELCINDSO01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,ELCINDSO01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,6.492,,,,,,,,,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8221,,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2050.0,PWRNGSINDSO,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
0,BAU,GLOBAL,,PWRNGSINDSO,,,,,,,,,,,31.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,,PWRNGSINDSO,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,CO2IND,1.0,,,,,,,,,,,,,,,0.1305,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,CO2IND,2.0,,,,,,,,,,,,,,,0.1305,,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,GASIND,,1.0,,,,,,,,,,,,,,,,,2.5942,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,GASINT,,2.0,,,,,,,,,,,,,,,,,2.5942,,,,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,ELCINDWE01,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,ELCINDWE01,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,,,,,,,,,,,,,,,,10.806,,,,,,,,,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0,BAU,GLOBAL,2023.0,PWRNGSINDWE,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0861,
