resource,region,year_file,header_description,unit_time,unit_electricity,param_lat,param_lon,param_date_from,param_date_to,param_dataset,param_capacity,param_system_loss,param_tracking,param_tilt,param_azim,param_header,n_rows,cf_mean,cf_max,utc_offset,filepath,param_height,param_turbine
wind,INDNO,2015,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.2653,0.972,5.5,./ninja_data/wind\wind_INDNO_2015.csv,100,Vestas V110 2000
wind,INDNO,2016,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.2411,0.966,5.5,./ninja_data/wind\wind_INDNO_2016.csv,100,Vestas V110 2000
wind,INDNO,2017,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.2742,0.971,5.5,./ninja_data/wind\wind_INDNO_2017.csv,100,Vestas V110 2000
wind,INDNO,2018,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.2488,0.972,5.5,./ninja_data/wind\wind_INDNO_2018.csv,100,Vestas V110 2000
wind,INDNO,2019,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.2659,0.973,5.5,./ninja_data/wind\wind_INDNO_2019.csv,100,Vestas V110 2000
wind,INDNO,2020,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2592,0.973,5.5,./ninja_data/wind\wind_INDNO_2020.csv,100,Vestas V110 2000
wind,INDNO,2021,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.2408,0.973,5.5,./ninja_data/wind\wind_INDNO_2021.csv,100,Vestas V110 2000
wind,INDNO,2022,"Renewables.ninja Wind power (Point API) - 28.670, 77.230 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,28.67,77.23,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.2525,0.973,5.5,./ninja_data/wind\wind_INDNO_2022.csv,100,Vestas V110 2000
wind,INDSO,2014,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.4196,0.973,5.5,./ninja_data/wind\wind_INDSO_2014.csv,100,Vestas V110 2000
wind,INDSO,2015,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.3928,0.973,5.5,./ninja_data/wind\wind_INDSO_2015.csv,100,Vestas V110 2000
wind,INDSO,2016,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.3876,0.973,5.5,./ninja_data/wind\wind_INDSO_2016.csv,100,Vestas V110 2000
wind,INDSO,2017,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.3653,0.973,5.5,./ninja_data/wind\wind_INDSO_2017.csv,100,Vestas V110 2000
wind,INDSO,2018,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.3919,0.973,5.5,./ninja_data/wind\wind_INDSO_2018.csv,100,Vestas V110 2000
wind,INDSO,2019,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.3994,0.973,5.5,./ninja_data/wind\wind_INDSO_2019.csv,100,Vestas V110 2000
wind,INDSO,2020,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.3767,0.973,5.5,./ninja_data/wind\wind_INDSO_2020.csv,100,Vestas V110 2000
wind,INDSO,2021,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.3758,0.973,5.5,./ninja_data/wind\wind_INDSO_2021.csv,100,Vestas V110 2000
wind,INDSO,2022,"Renewables.ninja Wind power (Point API) - 12.972, 77.581 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,12.9724,77.5806,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.3601,0.973,5.5,./ninja_data/wind\wind_INDSO_2022.csv,100,Vestas V110 2000
wind,INDWE,2014,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.3157,0.973,5.5,./ninja_data/wind\wind_INDWE_2014.csv,100,Vestas V110 2000
wind,INDWE,2015,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.3066,0.973,5.5,./ninja_data/wind\wind_INDWE_2015.csv,100,Vestas V110 2000
wind,INDWE,2016,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.321,0.968,5.5,./ninja_data/wind\wind_INDWE_2016.csv,100,Vestas V110 2000
wind,INDWE,2017,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.3002,0.973,5.5,./ninja_data/wind\wind_INDWE_2017.csv,100,Vestas V110 2000
wind,INDWE,2018,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.3179,0.973,5.5,./ninja_data/wind\wind_INDWE_2018.csv,100,Vestas V110 2000
wind,INDWE,2019,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.319,0.973,5.5,./ninja_data/wind\wind_INDWE_2019.csv,100,Vestas V110 2000
wind,INDWE,2020,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2884,0.973,5.5,./ninja_data/wind\wind_INDWE_2020.csv,100,Vestas V110 2000
wind,INDWE,2021,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.2793,0.973,5.5,./ninja_data/wind\wind_INDWE_2021.csv,100,Vestas V110 2000
wind,INDWE,2022,"Renewables.ninja Wind power (Point API) - 19.017, 72.857 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,19.017,72.857,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.3221,0.973,5.5,./ninja_data/wind\wind_INDWE_2022.csv,100,Vestas V110 2000
wind,LKAXX,2014,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.3933,0.965,5.5,./ninja_data/wind\wind_LKAXX_2014.csv,100,Vestas V110 2000
wind,LKAXX,2015,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.3476,0.951,5.5,./ninja_data/wind\wind_LKAXX_2015.csv,100,Vestas V110 2000
wind,LKAXX,2016,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.4133,0.973,5.5,./ninja_data/wind\wind_LKAXX_2016.csv,100,Vestas V110 2000
wind,LKAXX,2017,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.4063,0.97,5.5,./ninja_data/wind\wind_LKAXX_2017.csv,100,Vestas V110 2000
wind,LKAXX,2018,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.3461,0.966,5.5,./ninja_data/wind\wind_LKAXX_2018.csv,100,Vestas V110 2000
wind,LKAXX,2019,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.3493,0.972,5.5,./ninja_data/wind\wind_LKAXX_2019.csv,100,Vestas V110 2000
wind,LKAXX,2020,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.3672,0.973,5.5,./ninja_data/wind\wind_LKAXX_2020.csv,100,Vestas V110 2000
wind,LKAXX,2021,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.408,0.973,5.5,./ninja_data/wind\wind_LKAXX_2021.csv,100,Vestas V110 2000
wind,LKAXX,2022,"Renewables.ninja Wind power (Point API) - 6.932, 79.858 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,6.932,79.8578,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.4394,0.973,5.5,./ninja_data/wind\wind_LKAXX_2022.csv,100,Vestas V110 2000
wind,MDVXX,2014,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.2404,0.973,5.0,./ninja_data/wind\wind_MDVXX_2014.csv,100,Vestas V110 2000
wind,MDVXX,2015,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.2104,0.936,5.0,./ninja_data/wind\wind_MDVXX_2015.csv,100,Vestas V110 2000
wind,MDVXX,2016,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.269,0.973,5.0,./ninja_data/wind\wind_MDVXX_2016.csv,100,Vestas V110 2000
wind,MDVXX,2017,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.2535,0.973,5.0,./ninja_data/wind\wind_MDVXX_2017.csv,100,Vestas V110 2000
wind,MDVXX,2018,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.227,0.972,5.0,./ninja_data/wind\wind_MDVXX_2018.csv,100,Vestas V110 2000
wind,MDVXX,2019,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.1987,0.938,5.0,./ninja_data/wind\wind_MDVXX_2019.csv,100,Vestas V110 2000
wind,MDVXX,2020,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.2484,0.973,5.0,./ninja_data/wind\wind_MDVXX_2020.csv,100,Vestas V110 2000
wind,MDVXX,2021,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.284,0.973,5.0,./ninja_data/wind\wind_MDVXX_2021.csv,100,Vestas V110 2000
wind,MDVXX,2022,"Renewables.ninja Wind power (Point API) - 1.925, 73.400 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,1.925,73.3997,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.278,0.969,5.0,./ninja_data/wind\wind_MDVXX_2022.csv,100,Vestas V110 2000
wind,NPLXX,2014,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2014-01-01,2014-12-31,merra2,1.0,,,,,true,8760,0.0309,0.782,5.75,./ninja_data/wind\wind_NPLXX_2014.csv,100,Vestas V110 2000
wind,NPLXX,2015,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2015-01-01,2015-12-31,merra2,1.0,,,,,true,8760,0.0278,0.845,5.75,./ninja_data/wind\wind_NPLXX_2015.csv,100,Vestas V110 2000
wind,NPLXX,2016,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2016-01-01,2016-12-31,merra2,1.0,,,,,true,8784,0.0357,0.904,5.75,./ninja_data/wind\wind_NPLXX_2016.csv,100,Vestas V110 2000
wind,NPLXX,2017,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2017-01-01,2017-12-31,merra2,1.0,,,,,true,8760,0.03,0.614,5.75,./ninja_data/wind\wind_NPLXX_2017.csv,100,Vestas V110 2000
wind,NPLXX,2018,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2018-01-01,2018-12-31,merra2,1.0,,,,,true,8760,0.0276,0.774,5.75,./ninja_data/wind\wind_NPLXX_2018.csv,100,Vestas V110 2000
wind,NPLXX,2019,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2019-01-01,2019-12-31,merra2,1.0,,,,,true,8760,0.0337,0.841,5.75,./ninja_data/wind\wind_NPLXX_2019.csv,100,Vestas V110 2000
wind,NPLXX,2020,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2020-01-01,2020-12-31,merra2,1.0,,,,,true,8784,0.0285,0.701,5.75,./ninja_data/wind\wind_NPLXX_2020.csv,100,Vestas V110 2000
wind,NPLXX,2021,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2021-01-01,2021-12-31,merra2,1.0,,,,,true,8760,0.0337,0.792,5.75,./ninja_data/wind\wind_NPLXX_2021.csv,100,Vestas V110 2000
wind,NPLXX,2022,"Renewables.ninja Wind power (Point API) - 27.717, 85.317 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068",UTC,kW,27.7167,85.3166,2022-01-01,2022-12-31,merra2,1.0,,,,,true,8760,0.0234,0.724,5.75,./ninja_data/wind\wind_NPLXX_2022.csv,100,Vestas V110 2000
